	SK_ID_CURR	TARGET
0	100001	0.06505115350365907
1	100005	0.1264008628620722
2	100013	0.08123883481753814
3	100028	0.06150936361445509
4	100038	0.12830764326246147
5	100042	0.055893562654302634
6	100057	0.08303505659957819
7	100065	0.1254701494540474
8	100066	0.05035906244185308
9	100067	0.10329456967704859
10	100074	0.0632456135874925
11	100090	0.11512749959390199
12	100091	0.11715822104511228
13	100092	0.09810110738049097
14	100106	0.15582105555336906
15	100107	0.11181272003296602
16	100109	0.09856982364431137
17	100117	0.07621643925456392
18	100128	0.07349350185004867
19	100141	0.08792808085047811
20	100150	0.07549698001080198
21	100168	0.06499484686526817
22	100169	0.04432495822613235
23	100170	0.08690339091889722
24	100171	0.09982796639888061
25	100172	0.12153726652090685
26	100184	0.07391717210447454
27	100187	0.06173908150778889
28	100212	0.08580741486609231
29	100222	0.08476303380360356
30	100223	0.06309495139766641
31	100232	0.07324641756621235
32	100241	0.1411894160301817
33	100245	0.07944665703269002
34	100253	0.06144341107720485
35	100256	0.09450552250060656
36	100271	0.05483319047297372
37	100278	0.10646984965464196
38	100280	0.07066897821557809
39	100306	0.1538884559946224
40	100311	0.10708583173122707
41	100312	0.06354206411778862
42	100330	0.0749590740432569
43	100331	0.08947734436037078
44	100352	0.09284457873378958
45	100358	0.09300646295957904
46	100367	0.08562889481562205
47	100382	0.08528106471159601
48	100384	0.07421528114337471
49	100385	0.11568043013464616
50	100386	0.09037798935695132
51	100399	0.07180169163277555
52	100404	0.06926376142877252
53	100416	0.07177980818878776
54	100422	0.12102744691321074
55	100426	0.07943465420508557
56	100438	0.06845415904714301
57	100444	0.11472582332051408
58	100445	0.12338752376867879
59	100446	0.11718791412933047
60	100447	0.06484685933662433
61	100450	0.07368489794081405
62	100466	0.08577776882932908
63	100483	0.07288528331888568
64	100484	0.052560838077373724
65	100494	0.08403868913148649
66	100510	0.12550612364273966
67	100512	0.05955091684647267
68	100517	0.06955169980080028
69	100548	0.05836370540743317
70	100551	0.07007066447882389
71	100552	0.1256188788202177
72	100553	0.08592070699338525
73	100561	0.09290545248633332
74	100568	0.12349820383732127
75	100569	0.06932599505218806
76	100591	0.09532500450649682
77	100592	0.04786700047993433
78	100602	0.10761530978210726
79	100607	0.07915733752121476
80	100613	0.08342402592094025
81	100617	0.07819070190652505
82	100618	0.09140864410334726
83	100622	0.16354194746655257
84	100625	0.12431263176237188
85	100677	0.08352778474211338
86	100699	0.0767066057291197
87	100702	0.13677986299869774
88	100711	0.08414673212557172
89	100729	0.13700498689615478
90	100740	0.1181603328716478
91	100744	0.1048265472005228
92	100745	0.10250459482496345
93	100747	0.10006022563221775
94	100751	0.11105572463681845
95	100752	0.08554727492674793
96	100753	0.14571359597809913
97	100754	0.0958495606319628
98	100760	0.10778869724450367
99	100762	0.09414765932663512
100	100763	0.07689646213231564
101	100765	0.07605647559910439
102	100770	0.10165115911132185
103	100772	0.08600916255940481
104	100777	0.08513413574717515
105	100791	0.06889436622965486
106	100792	0.05947658166287281
107	100797	0.0881767537547676
108	100823	0.0945128169619222
109	100826	0.09202204145795952
110	100830	0.06687916893389168
111	100836	0.13168645541781857
112	100872	0.0832569176557838
113	100910	0.08810221959395809
114	100913	0.0584346778095376
115	100918	0.07937864673538483
116	100931	0.05514747184902414
117	100952	0.1194902848052933
118	100953	0.10172954239413715
119	100965	0.10498516324440446
120	100970	0.08125807408719696
121	100982	0.12076705043209858
122	100983	0.08480641018997771
123	100984	0.0685520953590199
124	100987	0.11510383336707546
125	100997	0.09121567065736026
126	100998	0.1314093219068118
127	101002	0.09746583153356286
128	101005	0.13453438709951482
129	101008	0.12053593394277935
130	101020	0.09440688168206644
131	101021	0.09105592060098777
132	101024	0.09414318667965509
133	101025	0.12711103422962244
134	101026	0.09416244449873672
135	101031	0.08579609370327174
136	101041	0.05721681798444156
137	101051	0.06411509120527623
138	101055	0.08877760222898105
139	101056	0.13112088317061937
140	101057	0.10187608479978899
141	101064	0.07281106654750838
142	101079	0.07948754488696336
143	101087	0.08834801209149983
144	101090	0.06424746086440279
145	101092	0.09062466161434947
146	101097	0.09630861490977712
147	101099	0.055576930520801496
148	101107	0.08948925292336843
149	101118	0.09101263913059846
150	101125	0.09791544727678911
151	101126	0.08149108478468309
152	101128	0.09538579307817172
153	101136	0.1299700896699041
154	101140	0.10720188790181287
155	101149	0.07461143447731632
156	101160	0.08020977113151728
157	101169	0.1139047040814312
158	101181	0.07426691984170448
159	101186	0.05765661341740577
160	101190	0.09935317534686072
161	101193	0.11827633062849452
162	101194	0.08977073088165735
163	101198	0.09753728988346816
164	101200	0.0765587240653572
165	101204	0.09941226420334165
166	101211	0.08185972107005537
167	101213	0.08381076173089547
168	101223	0.07259101388072678
169	101225	0.09344779613202282
170	101237	0.0753194410828241
171	101243	0.07945522275754177
172	101244	0.10902938959099727
173	101258	0.06844657332981625
174	101259	0.15467265681652975
175	101268	0.10278010414570832
176	101269	0.06505812947658036
177	101271	0.11227443019629103
178	101279	0.07017851485663787
179	101281	0.08675545030959668
180	101287	0.07470331555638919
181	101292	0.09197170296561258
182	101294	0.07760337849291885
183	101296	0.06648767601102724
184	101297	0.08110229421754483
185	101299	0.06148473392716909
186	101301	0.07602560222847998
187	101305	0.07619891274800912
188	101308	0.06827367638008106
189	101318	0.05586963792807134
190	101327	0.11159211858804347
191	101329	0.10362561142012632
192	101332	0.06396691855061883
193	101337	0.09168784393150171
194	101343	0.0638873414485889
195	101345	0.08158181306324618
196	101346	0.08891070555660709
197	101353	0.053288496190474016
198	101354	0.11075568545317846
199	101355	0.09436582916170361
200	101356	0.05658809081128683
201	101362	0.11095251812528785
202	101363	0.12558045767131018
203	101365	0.07995412028656314
204	101366	0.09505243984275778
205	101367	0.12163139249713469
206	101368	0.055688458735560796
207	101374	0.12436709999028177
208	101380	0.06018063163657524
209	101383	0.06512768652959439
210	101398	0.05287841078254092
