Id,SalePrice
1461,125436.63027504226
1462,164359.62648575756
1463,183140.28734252288
1464,193270.666064104
1465,190525.51685006035
1466,173217.17039760321
1467,175714.23805039015
1468,167784.9928389642
1469,180070.64762203352
1470,123174.95592340999
1471,194708.84123786553
1472,94678.61511509227
1473,98714.9733009659
1474,149407.08560004522
1475,119718.20594750022
1476,365750.498292503
1477,251486.53882587468
1478,291843.9738326903
1479,285085.11093940114
1480,484697.48253827833
1481,325394.2766525195
1482,203895.0570075064
1483,179695.1675310552
1484,168193.36397057094
1485,177506.85221711363
1486,191896.72837318847
1487,329782.4325630571
1488,236047.03029777447
1489,200699.84410291398
1490,228425.4558000916
1491,193996.868872072
1492,97582.91845053635
1493,174996.1154265799
1494,294839.79941685067
1495,278442.14215267455
1496,231256.1187136887
1497,183600.76891992643
1498,167932.3151158614
1499,157808.4360598015
1500,155531.01058837018
1501,176908.37296682427
1502,153540.46266009836
1503,283422.6797554686
1504,233539.36333135606
1505,223035.51297132293
1506,186301.76674579649
1507,246939.89961636704
1508,198110.02673801678
1509,160010.33754069294
1510,147655.2028970298
1511,154929.02377015952
1512,177398.2477263029
1513,141793.13043753893
1514,159182.96941591517
1515,193724.71791844326
1516,149992.1781160681
1517,158310.7182530539
1518,134246.92674340357
1519,222794.43828047795
1520,135459.15290631223
1521,137510.9037514035
1522,168006.02935232094
1523,116951.51906192869
1524,122912.23271972896
1525,125169.74974799508
1526,116530.72267553248
1527,108187.94008821886
1528,128241.92988336469
1529,144714.50501687804
1530,171314.281257483
1531,116206.90222147467
1532,98270.86472142892
1533,147512.87009286368
1534,121490.1621341142
1535,146147.0968198447
1536,111445.73264977297
1537,76866.31574517403
1538,140300.02188094144
1539,192248.04430640602
1540,95333.02799712193
1541,135423.28884993872
1542,141168.1558935383
1543,185165.6024365597
1544,85295.90007767292
1545,106925.19467225304
1546,130921.7539388516
1547,132386.9232671956
1548,129392.85019745571
1549,113469.1838462952
1550,138780.5830594453
1551,114187.77202934328
1552,136204.57547876408
