Id,SalePrice
1461,126504.83691576432
1462,162834.241181831
1463,185979.71395601594
1464,192113.49104594003
1465,184559.03045455017
1466,172474.2709727688
1467,174445.44950042432
1468,169043.10488121308
1469,175805.49731927735
1470,123853.66433388449
1471,199353.09637037225
1472,91373.11249414521
1473,99295.76421219265
1474,150537.4853794158
1475,120956.88670095307
1476,371422.4545681094
1477,248165.69120931963
1478,291016.0440382375
1479,283761.75804412464
1480,482286.29793188965
1481,327506.95091414556
1482,202499.5296407818
1483,180591.1134462674
1484,168594.5145413981
1485,174664.01660486904
1486,191144.8586236231
1487,332236.8726005392
1488,238460.1343870464
1489,204070.87457131286
1490,223648.44676443064
1491,193050.77078315147
1492,98539.88855484624
1493,183060.8343790227
1494,296216.83200359915
1495,274305.2712725218
1496,230637.97016114055
1497,184456.23053026025
1498,157683.94530111528
1499,156067.37002159446
1500,155038.20845263498
1501,176012.422743664
1502,152182.29222023732
1503,286105.0360370249
1504,231028.5967034527
1505,220712.4786273815
1506,187477.4011126976
1507,241975.89680728823
1508,199888.88672250227
1509,162278.87481091882
1510,149188.64293643294
1511,147269.0834984397
1512,178962.44184714105
1513,141583.9446252052
1514,156242.5631712168
1515,193986.71896890007
1516,150272.4544326819
1517,158256.25576973765
1518,134699.9026825626
1519,227376.7103366953
1520,138688.8256776037
1521,139310.96054212254
1522,164153.4398713362
1523,118600.05586970413
1524,123821.5932781654
1525,126337.9486502452
1526,117364.67220495564
1527,106716.4420260096
1528,124257.34898642669
1529,139051.15283075362
1530,164455.04918473793
1531,116151.4000074467
1532,99273.63266458367
1533,147761.7660012296
1534,116887.93616930621
1535,148594.8105160121
1536,113017.98812894002
1537,81400.21227441785
1538,139838.426387954
1539,191936.99117918906
1540,98662.22665709497
1541,136742.68058181796
1542,137409.1993797486
1543,186614.293351795
1544,81876.82096930651
1545,102683.88077972882
1546,127887.31020316463
1547,130042.72044979272
1548,125737.72038840555
1549,107491.21843495188
1550,142111.6031393251
1551,116025.32663224627
1552,134875.40607743512
1553,141803.87573453406
1554,115298.20023255475
1555,177076.68799470612
1556,86010.5749331102
1557,102877.58505773035
1558,96318.10698869689
1559,84529.80673209854
1560,136397.0448031208
1561,132633.95361336414
1562,130199.88096846797
1563,121208.3684260015
1564,160539.19849406075
1565,149498.95224947197
1566,222277.76977768773
1567,78684.15750411678
1568,226929.6518858419
1569,155266.7724246777
1570,140113.28638732887
1571,128287.89514379675
1572,143929.44859475957
1573,249051.1447424494
1574,113397.39656369235
1575,237072.54487637788
1576,237723.22916862436
1577,192756.81356404562
1578,145611.3430088177
1579,143408.8599863466
1580,189251.83503629846
1581,152927.66552041346
1582,129406.17561157147
1583,331287.8816321952
1584,232401.3279001385
1585,143957.89502486784
1586,68275.26208502769
1587,98720.62066790558
1588,140274.25827117573
1589,105772.73966608389
1590,136451.34720182908
1591,104126.3900015137
1592,130581.20274254525
1593,121705.3991597764
1594,129164.64159360024
1595,107217.91752292105
1596,241393.77042521315
1597,195110.57276124018
1598,197981.73695347627
1599,171359.14448517855
1600,176760.28115811365
1601,65714.50031431075
1602,114649.4220123665
1603,77710.12117714307
1604,271318.0767297688
1605,246332.6244134788
1606,177138.69025115424
1607,166092.40559472924
1608,214837.02424330873
1609,191591.16792445836
1610,158315.63915118153
1611,144665.30856819445
1612,181049.59452896335
1613,176268.5927332551
1614,123370.47489426853
1615,86828.59828176373
1616,75960.69340179133
1617,86701.83703149174
1618,126378.74487095007
1619,140502.95031407295
1620,185520.74713994717
1621,144960.71864673914
1622,144093.78108672233
1623,281907.3426350644
1624,221186.25703703763
1625,126937.94653285625
1626,166229.06027523667
1627,184724.77112483003
1628,266651.881498343
1629,170705.4355984471
1630,351915.243641151
1631,204447.22588245507
1632,241855.7155882782
1633,168591.87198091627
1634,184463.89197137702
1635,176639.7416304194
1636,162402.01824137804
