Id,SalePrice
1461,121386.23729828285
1462,163597.9065785151
1463,183927.38804346515
1464,185103.573507011
1465,197850.43535788867
1466,174951.23378265623
1467,176904.7166976469
1468,170210.53580182962
1469,178648.9591847149
1470,122337.37392980306
1471,204686.80293988922
1472,91644.7871250945
1473,98205.71118128419
1474,149508.2390575107
1475,117948.28255125077
1476,379518.91081880184
1477,255468.24675969646
1478,291247.4450695777
1479,290206.7302827407
1480,510331.7168495066
1481,321740.5697663046
1482,202737.24276700657
1483,177244.39117486452
1484,170641.23006410678
1485,178648.9591847149
1486,190959.08809367561
1487,326413.0667811932
1488,228738.24643693145
1489,193636.62240160807
1490,225552.0720510891
1491,190724.11519264593
1492,94100.76448220885
1493,169706.93389820855
1494,291247.4450695777
1495,290736.8304273015
1496,236868.15210538154
1497,187034.5815487916
1498,168155.47369389038
1499,157414.00878058848
1500,161686.8609087249
1501,179893.2727320104
1502,160864.18020794558
1503,297851.93508760654
1504,232036.36168113118
1505,227927.54479617334
1506,178648.9591847149
1507,258896.72072161498
1508,195205.83661036802
1509,157740.18968049262
1510,152081.27257622962
1511,155221.38020345115
1512,174431.52464141275
1513,142556.81085926434
1514,162565.57441480973
1515,192698.83579023235
1516,150441.84085822693
1517,156547.31590718505
1518,136674.03704699053
1519,225084.36787925873
1520,135665.41123441476
1521,137379.54506603442
1522,165001.90236352797
1523,113126.84020906573
1524,124558.8425047097
1525,125626.41886390903
1526,121940.09347755174
1527,107946.1583215329
1528,130221.80759641172
1529,148923.07559319842
1530,178579.62346548596
1531,113123.53831099124
1532,95706.45304095645
1533,146265.0894802332
1534,118569.70669257508
1535,149821.2400897658
1536,110855.8199386432
1537,67873.59338808052
1538,144468.7636250242
1539,188293.99615163804
1540,101579.79045070337
1541,140029.02613608606
1542,142760.69011781397
1543,187292.73275204652
1544,80822.8797059304
1545,105733.57067952918
1546,131957.61066842437
1547,136114.27186994636
1548,131957.61066842437
1549,115217.55816341756
1550,137379.54506603442
1551,110964.40015879563
1552,142088.2959607976
1553,134558.78558545152
1554,111922.40954229105
1555,169212.883005936
1556,85224.350350249
1557,110616.42867540564
1558,99774.8552052658
1559,69621.55354599019
1560,136674.03704699053
1561,133237.77528688282
1562,131567.69054423808
1563,124558.8425047097
1564,162686.04820264605
1565,146488.72367342675
1566,231812.01552024455
1567,85233.17415871791
1568,233429.243039635
1569,144027.70147295174
1570,136674.03704699053
1571,122337.37392980306
1572,143046.26267840905
1573,229901.4708401777
1574,115007.06874093918
1575,214930.68967911106
1576,232551.0072632754
1577,185686.32927494435
1578,143730.82199544407
1579,141053.68238154336
1580,187705.24600184435
1581,147518.44851469394
1582,127783.63079386918
1583,327171.48872132145
1584,234631.04795763956
1585,145149.90373075704
1586,77096.30976444074
1587,104291.78272915458
1588,145994.82043029257
1589,102126.45353419025
1590,134558.78558545152
1591,98205.71118128419
1592,128584.59267044436
1593,125952.23721344805
1594,129694.40085396303
1595,111455.19622923149
1596,227832.65131977
1597,185359.05948450856
1598,198848.74190798507
1599,158664.10290081895
1600,169503.19419018968
1601,68900.3831192307
1602,114931.45005295015
1603,68840.86822691465
1604,274194.7114515342
1605,242779.59546253522
1606,163500.09890883972
1607,179893.2727320104
1608,214930.68967911106
1609,188823.2374470976
1610,158175.12054110266
1611,143645.61085796924
1612,176660.8835327186
1613,171462.6215814679
1614,120094.21904351312
1615,82061.93470661365
1616,75642.03615375953
1617,89923.1696535659
1618,129820.67675386237
1619,136858.01217175205
1620,170243.07550237395
1621,137379.54506603442
1622,139726.97004357865
1623,267417.4378283981
1624,214930.68967911106
1625,122337.37392980306
1626,169944.20376734078
1627,188969.1765614878
1628,274194.7114515342
1629,173562.73013320816
1630,379229.9640227679
1631,224688.530799408
1632,237160.24160003677
1633,172743.44956719503
1634,183245.61524465936
1635,176660.8835327186
1636,166651.5225429723
1637,200199.04648591517
1638,192146.3606218627
1639,179645.32037246236
1640,241562.95324707907
1641,174839.4748458214
1642,232036.36168113118
1643,223187.86347223617
1644,223187.86347223617
1645,207846.9295274461
